ID,Age,Gender,Education,Nscore,Escore,Oscore,Ascore,Cscore,Impulsive,SS,Drugs Tested,Legal Drugs,Illegal Drugs
431,1.0,0.0,0.0,0.22393,-0.94779,-1.42424,-0.76096,-0.27607,-0.21712,-0.21575,10.0,4.0,5.0
432,1.0,1.0,3.0,0.04257,0.32197,-0.97631,0.94156,-1.0145,0.19268,-0.21575,11.0,4.0,7.0
433,1.0,0.0,6.0,-0.24649,-0.30033,-1.68062,0.28783,0.12331,-0.71126,-1.18084,3.0,3.0,0.0
434,3.0,1.0,1.0,0.22393,1.93886,-1.11902,1.2861,-0.14277,1.86203,0.7654,7.0,4.0,3.0
435,0.0,1.0,6.0,-0.14882,0.96248,-1.55521,2.23427,1.63088,-0.21712,-0.52593,4.0,3.0,1.0
436,1.0,1.0,6.0,0.04257,0.47617,-1.11902,0.59042,1.81175,-0.71126,-0.52593,3.0,3.0,0.0
437,4.0,0.0,4.0,-0.67825,-0.30033,1.06238,1.81866,0.7583,-1.37983,-1.18084,6.0,3.0,3.0
438,3.0,0.0,1.0,-1.43907,0.47617,0.29338,-0.91699,0.41594,0.52975,0.40148,14.0,4.0,10.0
439,1.0,1.0,6.0,2.82196,-0.43999,-0.84732,-1.772,-2.04506,0.88113,0.07987,13.0,4.0,9.0
440,0.0,1.0,4.0,1.37297,-0.30033,0.29338,-0.15487,-1.78169,0.19268,-0.21575,6.0,4.0,1.0
441,2.0,1.0,6.0,-0.46725,0.47617,-0.58331,0.76096,1.81175,-0.21712,-0.52593,7.0,4.0,3.0
442,0.0,1.0,4.0,-0.67825,1.45421,-2.09015,-0.01729,0.58489,0.52975,0.07987,4.0,3.0,1.0
443,1.0,1.0,7.0,-0.92104,0.00332,0.29338,-0.15487,-0.00665,0.19268,0.07987,12.0,4.0,8.0
444,2.0,0.0,1.0,0.41667,0.63779,-0.71727,-0.76096,-0.27607,-0.21712,-0.21575,5.0,4.0,1.0
445,3.0,1.0,5.0,-0.46725,0.80523,0.58331,0.13136,0.7583,-2.55524,-0.84637,3.0,3.0,0.0
446,3.0,1.0,6.0,1.02119,-0.94779,-0.58331,-0.91699,0.41594,-0.21712,-1.54858,4.0,4.0,0.0
447,1.0,1.0,6.0,0.22393,-1.09207,0.44585,2.75696,-0.65253,-0.71126,0.40148,15.0,4.0,11.0
448,1.0,0.0,7.0,0.04257,-0.15487,-0.84732,-0.76096,-1.13788,1.29221,0.07987,11.0,4.0,7.0
449,0.0,1.0,4.0,1.13281,1.45421,1.06238,-1.772,-0.89891,1.29221,1.2247,11.0,4.0,7.0
450,0.0,0.0,6.0,-0.34799,0.63779,0.44585,-0.30172,0.7583,-0.21712,0.07987,13.0,3.0,10.0
451,0.0,1.0,6.0,0.73545,-0.15487,-0.84732,0.59042,-1.0145,0.52975,0.07987,14.0,4.0,10.0
452,0.0,1.0,7.0,-1.1943,0.80523,-0.84732,-0.15487,0.7583,0.19268,-0.52593,5.0,4.0,1.0
453,2.0,1.0,6.0,-0.14882,-0.15487,0.14143,0.13136,0.93949,-1.37983,0.07987,6.0,4.0,2.0
454,1.0,0.0,6.0,1.23461,-1.7625,-0.31776,0.13136,0.41594,-1.37983,-0.21575,11.0,4.0,7.0
455,3.0,0.0,8.0,-0.14882,-0.57545,0.88309,-0.76096,-0.27607,1.86203,0.7654,18.0,4.0,13.0
456,0.0,1.0,6.0,0.82562,-0.80615,0.7233,-0.76096,-2.57309,0.88113,-0.21575,9.0,4.0,5.0
457,2.0,0.0,6.0,1.60383,-0.43999,0.29338,-2.21844,-0.65253,0.88113,0.40148,18.0,4.0,13.0
458,2.0,1.0,7.0,-0.46725,-0.57545,0.14143,0.59042,0.7583,-1.37983,-2.07848,4.0,3.0,1.0
459,0.0,1.0,6.0,0.62967,0.00332,0.14143,0.59042,0.12331,-0.21712,0.07987,13.0,4.0,9.0
460,1.0,0.0,7.0,0.91093,1.2861,1.88511,-2.5383,-0.40581,0.52975,0.07987,13.0,4.0,9.0
461,0.0,1.0,6.0,1.23461,-1.37639,1.24033,-1.772,0.25953,0.88113,0.07987,16.0,4.0,12.0
462,0.0,0.0,4.0,1.49158,-1.37639,-2.63199,1.81866,-1.25773,0.52975,-1.18084,8.0,3.0,5.0
463,2.0,0.0,4.0,0.82562,0.47617,1.43533,0.13136,-2.30408,1.29221,1.2247,14.0,4.0,9.0
464,3.0,0.0,3.0,1.02119,-0.94779,-0.58331,1.45039,-1.25773,-0.21712,0.40148,12.0,4.0,7.0
465,0.0,1.0,6.0,0.31287,-0.80615,1.06238,0.76096,0.93949,0.19268,-0.21575,13.0,4.0,9.0
466,0.0,1.0,7.0,1.37297,-1.09207,-0.01928,-0.45321,-0.40581,1.29221,0.7654,6.0,4.0,2.0
467,0.0,1.0,6.0,0.31287,0.63779,1.06238,1.11406,-0.27607,-0.71126,0.7654,10.0,3.0,6.0
468,3.0,0.0,6.0,0.22393,0.00332,1.24033,-0.01729,1.46191,-0.21712,-0.21575,10.0,4.0,6.0
469,2.0,0.0,6.0,-0.05188,0.16767,-0.71727,-0.30172,0.12331,-1.37983,-1.18084,3.0,3.0,0.0
470,1.0,0.0,6.0,-1.1943,1.74091,1.43533,0.76096,-0.00665,0.88113,1.2247,12.0,4.0,8.0
471,3.0,1.0,1.0,2.82196,-1.6334,-1.42424,1.61108,-2.04506,-0.21712,0.07987,14.0,4.0,10.0
472,0.0,1.0,6.0,0.13606,0.80523,0.29338,-0.15487,0.7583,-0.71126,-0.84637,3.0,3.0,0.0
473,0.0,0.0,7.0,-0.92104,2.57309,1.06238,1.11406,2.33337,-0.21712,0.40148,13.0,4.0,9.0
474,0.0,1.0,0.0,0.31287,0.00332,-0.17779,1.2861,-0.00665,0.19268,-0.21575,16.0,4.0,11.0
475,2.0,1.0,4.0,1.37297,0.00332,-0.45174,-0.76096,-0.52745,0.88113,-0.21575,8.0,4.0,4.0
476,4.0,1.0,6.0,-0.24649,0.96248,0.14143,-0.15487,0.41594,-1.37983,-2.07848,3.0,3.0,0.0
477,3.0,1.0,6.0,-1.1943,0.96248,-0.45174,0.76096,0.93949,-0.71126,-0.84637,8.0,4.0,4.0
478,2.0,0.0,6.0,1.72012,-0.94779,0.58331,-1.772,-0.40581,0.19268,-0.84637,6.0,4.0,1.0
479,2.0,1.0,5.0,1.49158,-0.69509,-0.71727,-1.21213,-1.25773,1.29221,0.7654,8.0,4.0,4.0
480,1.0,1.0,6.0,0.41667,0.80523,-0.31776,0.94156,0.58489,-0.21712,0.07987,5.0,4.0,1.0
481,1.0,1.0,7.0,0.41667,-0.43999,1.43533,1.45039,0.25953,0.19268,0.40148,6.0,4.0,2.0
482,0.0,0.0,4.0,1.13281,-0.80615,-0.17779,-1.34289,-0.65253,-1.37983,-0.84637,15.0,4.0,11.0
483,2.0,1.0,6.0,1.02119,0.16767,0.29338,-0.15487,0.58489,0.19268,0.40148,15.0,4.0,11.0
484,2.0,0.0,4.0,-0.67825,-0.15487,0.29338,0.13136,1.63088,-0.71126,-0.21575,11.0,3.0,7.0
485,1.0,1.0,6.0,1.23461,0.47617,1.43533,0.28783,0.93949,0.19268,-0.84637,11.0,4.0,7.0
486,2.0,1.0,1.0,-0.58016,0.96248,-0.58331,0.76096,-0.27607,-1.37983,-1.18084,9.0,4.0,5.0
487,3.0,1.0,1.0,-0.46725,0.32197,-1.55521,1.11406,-0.78155,-1.37983,-0.84637,6.0,4.0,2.0
488,1.0,0.0,3.0,1.49158,-1.6334,1.06238,-0.76096,-1.38502,-0.71126,-1.18084,9.0,4.0,4.0
489,2.0,1.0,3.0,1.8399,-1.7625,1.24033,-1.07533,0.25953,0.19268,-0.52593,11.0,4.0,7.0
490,1.0,0.0,1.0,0.41667,-1.37639,0.14143,0.76096,-0.40581,-0.21712,1.2247,13.0,4.0,8.0
491,0.0,0.0,0.0,1.98437,-1.37639,0.29338,-1.92595,-1.64101,-0.21712,0.07987,4.0,2.0,2.0
492,0.0,0.0,4.0,-1.05308,1.11406,0.88309,-1.34289,-1.38502,-0.71126,1.2247,11.0,4.0,7.0
493,3.0,1.0,5.0,0.62967,0.80523,0.44585,-0.30172,-0.78155,1.29221,1.92173,15.0,4.0,11.0
494,0.0,0.0,3.0,-0.92104,0.47617,0.44585,0.59042,-0.00665,0.19268,0.40148,13.0,4.0,8.0
495,0.0,0.0,5.0,0.52135,-0.57545,0.88309,-0.01729,0.25953,0.88113,0.7654,8.0,4.0,4.0
496,0.0,0.0,4.0,0.73545,-1.6334,0.88309,-1.21213,-1.64101,-1.37983,-0.52593,10.0,4.0,6.0
497,0.0,0.0,5.0,-1.1943,-0.43999,0.44585,0.59042,0.12331,-1.37983,-0.21575,6.0,4.0,2.0
498,4.0,0.0,4.0,-0.79151,0.16767,0.58331,0.59042,0.93949,-1.37983,-0.52593,11.0,4.0,7.0
499,1.0,0.0,7.0,0.04257,1.2861,2.90161,-0.60633,-0.00665,-0.71126,0.07987,12.0,4.0,8.0
500,1.0,0.0,1.0,-0.05188,-0.57545,0.88309,0.43852,-0.78155,-0.21712,0.07987,12.0,4.0,7.0
501,4.0,1.0,4.0,1.37297,-0.69509,1.43533,-0.15487,-1.92173,0.88113,1.2247,16.0,4.0,12.0
502,2.0,1.0,5.0,0.04257,0.47617,-0.84732,-0.76096,1.13407,0.52975,0.7654,11.0,4.0,6.0
503,1.0,1.0,5.0,-0.58016,-0.15487,-1.42424,-0.01729,-0.40581,0.88113,-2.07848,9.0,4.0,4.0
504,0.0,0.0,4.0,-1.55078,0.63779,-0.31776,-0.60633,-0.27607,0.52975,0.7654,7.0,4.0,3.0
505,4.0,1.0,5.0,0.04257,-0.30033,-0.31776,-0.76096,0.58489,1.29221,0.7654,14.0,4.0,9.0
506,2.0,0.0,1.0,-0.05188,0.00332,-0.31776,-0.01729,0.41594,-1.37983,-1.18084,6.0,4.0,2.0
507,3.0,0.0,5.0,0.41667,0.47617,0.29338,-1.07533,-1.13788,0.88113,0.07987,11.0,4.0,7.0
508,2.0,0.0,6.0,-0.46725,0.63779,0.88309,-0.76096,0.58489,0.19268,0.07987,12.0,4.0,7.0
509,1.0,0.0,6.0,0.13606,-0.30033,-0.97631,-1.34289,-0.00665,0.19268,-0.52593,11.0,4.0,7.0
510,2.0,0.0,1.0,1.49158,-1.09207,-1.11902,-1.772,-0.78155,-0.71126,0.07987,10.0,4.0,6.0
511,2.0,1.0,7.0,-1.05308,1.11406,-0.31776,0.28783,0.12331,-1.37983,-0.52593,5.0,4.0,0.0
512,2.0,0.0,6.0,0.04257,0.96248,-0.58331,-0.30172,-0.40581,0.52975,-0.21575,13.0,4.0,9.0
513,3.0,1.0,7.0,0.41667,0.47617,-0.17779,-0.15487,0.25953,-0.21712,-1.18084,13.0,4.0,9.0
514,0.0,0.0,4.0,0.41667,0.47617,0.58331,0.13136,-1.0145,1.86203,0.40148,10.0,4.0,6.0
515,4.0,0.0,1.0,-0.14882,-0.30033,-0.17779,0.76096,0.41594,-0.21712,-0.21575,16.0,4.0,11.0
516,2.0,0.0,1.0,0.91093,-0.30033,-1.55521,-0.45321,-0.27607,-0.21712,-0.21575,4.0,4.0,0.0
517,0.0,1.0,2.0,-1.43907,1.93886,0.44585,0.13136,0.25953,0.88113,1.92173,12.0,4.0,7.0
518,2.0,1.0,1.0,-0.14882,0.16767,-0.71727,-1.6209,0.25953,-0.21712,-0.52593,16.0,4.0,11.0
519,1.0,1.0,7.0,0.31287,-0.15487,0.29338,-0.45321,0.93949,-0.71126,-0.21575,7.0,4.0,3.0
520,1.0,0.0,5.0,0.52135,-0.57545,0.14143,-0.15487,-0.78155,0.52975,1.2247,14.0,4.0,9.0
521,1.0,0.0,7.0,-0.14882,0.32197,-1.27553,1.11406,1.81175,0.52975,1.2247,14.0,4.0,9.0
522,2.0,1.0,6.0,0.22393,-0.30033,-0.97631,-0.76096,0.93949,-1.37983,-2.07848,6.0,4.0,2.0
523,3.0,1.0,1.0,0.62967,-0.30033,-0.84732,-0.45321,0.12331,-0.71126,-1.18084,6.0,4.0,2.0
524,0.0,0.0,4.0,0.04257,0.32197,-0.01928,-1.34289,-0.14277,0.52975,0.07987,8.0,4.0,4.0
525,0.0,0.0,4.0,-0.24649,0.47617,-0.17779,-0.76096,-1.25773,0.19268,0.07987,6.0,4.0,2.0
526,2.0,1.0,0.0,0.13606,-0.80615,-1.82919,0.13136,0.41594,-1.37983,-2.07848,15.0,4.0,10.0
527,3.0,1.0,6.0,-0.67825,0.63779,1.06238,2.03972,2.63199,0.19268,0.07987,13.0,2.0,10.0
528,4.0,0.0,3.0,-1.86962,0.47617,-1.11902,-0.01729,0.41594,-0.71126,-0.52593,4.0,4.0,0.0
529,0.0,0.0,5.0,0.91093,-1.37639,-0.31776,-1.92595,-1.38502,0.88113,0.07987,10.0,4.0,6.0
530,2.0,0.0,8.0,0.62967,-0.15487,-0.17779,0.59042,-1.64101,0.52975,-0.21575,4.0,3.0,1.0
531,1.0,1.0,5.0,0.73545,1.11406,-0.01928,-0.01729,-0.00665,-0.21712,1.2247,14.0,4.0,9.0
532,4.0,0.0,6.0,0.91093,0.00332,0.58331,-1.92595,0.58489,-0.21712,-1.18084,4.0,3.0,1.0
533,3.0,0.0,6.0,1.02119,-1.50796,-0.71727,0.28783,-0.89891,-0.21712,0.7654,16.0,4.0,11.0
534,0.0,1.0,6.0,-0.24649,0.16767,-0.71727,1.61108,1.13407,0.19268,-1.18084,5.0,4.0,1.0
535,1.0,0.0,7.0,-0.34799,-0.15487,-0.71727,-1.6209,-0.65253,0.52975,0.07987,3.0,3.0,0.0
536,2.0,1.0,7.0,-1.86962,2.32338,-0.45174,1.45039,1.46191,0.19268,-1.18084,4.0,4.0,0.0
537,1.0,1.0,6.0,0.91093,0.00332,0.88309,-2.07848,-0.52745,0.19268,-0.21575,15.0,4.0,10.0
538,0.0,1.0,6.0,1.37297,0.80523,-0.97631,0.94156,-0.65253,0.52975,0.07987,9.0,4.0,5.0
539,3.0,1.0,4.0,0.73545,-0.30033,-1.27553,0.76096,-0.89891,-1.37983,-1.54858,3.0,3.0,0.0
540,2.0,1.0,6.0,1.13281,-0.30033,-0.01928,0.59042,0.58489,0.19268,0.40148,4.0,4.0,0.0
541,3.0,0.0,7.0,-1.32828,1.2861,-0.17779,0.59042,1.81175,-2.55524,-1.18084,4.0,3.0,1.0
542,3.0,1.0,6.0,-1.05308,0.32197,-0.17779,-0.91699,0.12331,-1.37983,-1.54858,6.0,4.0,2.0
543,3.0,1.0,6.0,0.22393,0.80523,-0.01928,0.76096,0.41594,0.19268,0.07987,3.0,3.0,0.0
544,2.0,0.0,2.0,0.73545,0.80523,0.88309,-1.21213,-1.0145,0.19268,1.2247,16.0,4.0,11.0
545,1.0,1.0,6.0,0.82562,0.63779,-0.97631,-0.76096,0.25953,-0.21712,-0.21575,6.0,4.0,2.0
546,0.0,1.0,1.0,1.23461,-0.57545,-0.71727,-0.76096,-1.0145,1.29221,-0.21575,7.0,4.0,2.0
547,2.0,1.0,5.0,1.60383,0.16767,-0.45174,0.59042,-0.78155,-0.71126,-0.21575,4.0,3.0,1.0
548,3.0,1.0,4.0,-0.92104,-0.43999,0.88309,3.15735,-0.00665,-1.37983,-1.18084,11.0,4.0,7.0
549,1.0,1.0,7.0,-1.86962,-0.69509,-0.97631,-0.45321,2.04506,-1.37983,-0.84637,3.0,3.0,0.0
550,0.0,0.0,6.0,1.23461,-0.43999,0.14143,0.13136,-1.78169,0.52975,-1.18084,4.0,4.0,0.0
551,1.0,1.0,7.0,-1.1943,1.11406,0.14143,-0.60633,-0.14277,-0.21712,-0.84637,4.0,3.0,1.0
552,0.0,1.0,6.0,-0.14882,-0.43999,-1.42424,0.76096,1.30612,-1.37983,-0.52593,5.0,4.0,1.0
553,2.0,1.0,7.0,-0.79151,1.2861,0.14143,-1.07533,1.13407,-0.21712,1.2247,13.0,4.0,9.0
554,0.0,1.0,7.0,1.72012,-1.50796,-0.17779,0.76096,0.25953,-0.21712,-1.18084,3.0,3.0,0.0
555,1.0,1.0,7.0,1.02119,-1.92173,-0.45174,-0.01729,0.41594,-0.71126,-2.07848,4.0,3.0,1.0
556,1.0,1.0,8.0,0.62967,0.47617,-0.45174,-0.01729,1.30612,0.52975,0.07987,3.0,3.0,0.0
557,3.0,1.0,7.0,0.22393,-0.94779,-1.11902,-0.01729,0.93949,-0.71126,-1.18084,3.0,3.0,0.0
558,0.0,1.0,6.0,-0.14882,-0.30033,0.29338,-0.15487,0.25953,-1.37983,-0.52593,11.0,4.0,7.0
559,1.0,1.0,6.0,-1.69163,0.96248,-0.17779,1.45039,1.30612,-0.71126,-0.21575,3.0,3.0,0.0
560,0.0,1.0,6.0,-0.46725,-0.15487,-0.58331,0.94156,-0.14277,1.29221,1.2247,8.0,4.0,4.0
561,3.0,1.0,6.0,-0.79151,0.00332,0.44585,0.28783,1.13407,0.19268,-0.52593,9.0,4.0,5.0
562,0.0,1.0,6.0,1.02119,0.16767,-0.71727,0.28783,0.41594,-0.71126,-0.52593,3.0,3.0,0.0
563,2.0,1.0,6.0,0.62967,0.63779,0.44585,-1.07533,0.7583,-0.21712,-0.21575,10.0,4.0,6.0
564,2.0,1.0,7.0,2.61139,0.47617,-1.55521,-0.30172,1.46191,-0.21712,-0.84637,10.0,4.0,5.0
565,1.0,1.0,7.0,0.82562,0.32197,-0.58331,-1.772,-0.27607,0.19268,0.07987,6.0,3.0,3.0
566,3.0,1.0,4.0,-0.46725,-0.43999,-0.01928,0.13136,-0.40581,1.86203,-0.84637,9.0,4.0,4.0
567,3.0,1.0,7.0,0.31287,-0.80615,0.14143,0.59042,-0.78155,-0.71126,-0.84637,4.0,3.0,1.0
568,0.0,1.0,6.0,0.91093,1.11406,-0.97631,0.94156,0.58489,-1.37983,-1.18084,10.0,4.0,5.0
569,0.0,0.0,6.0,1.8399,0.63779,1.24033,-0.91699,-0.52745,-0.21712,0.07987,8.0,4.0,4.0
570,2.0,0.0,7.0,1.02119,-0.80615,-0.17779,-0.30172,-0.00665,-0.21712,-0.21575,6.0,4.0,2.0
571,2.0,1.0,8.0,-0.34799,0.80523,-0.17779,-0.91699,2.63199,-0.71126,-0.52593,6.0,4.0,1.0
572,2.0,1.0,5.0,0.22393,1.11406,-1.11902,-1.772,-0.40581,0.52975,0.7654,4.0,4.0,0.0
573,0.0,1.0,7.0,-1.69163,1.93886,-0.17779,1.11406,1.81175,0.19268,0.7654,3.0,3.0,0.0
574,2.0,0.0,5.0,1.23461,-1.23177,-1.68062,-1.07533,-0.65253,1.86203,0.07987,12.0,4.0,7.0
575,4.0,1.0,4.0,-0.92104,0.96248,0.44585,-0.60633,-0.40581,0.52975,-0.21575,5.0,3.0,2.0
576,2.0,1.0,6.0,2.127,-1.50796,-1.82919,0.59042,-1.78169,-0.71126,-1.54858,9.0,4.0,5.0
577,2.0,0.0,1.0,-1.86962,0.80523,-1.55521,-0.45321,1.13407,-0.21712,0.07987,5.0,4.0,1.0
578,1.0,1.0,7.0,0.82562,0.32197,0.14143,0.59042,0.93949,-0.71126,-0.52593,3.0,3.0,0.0
579,1.0,1.0,6.0,1.02119,0.80523,-0.71727,1.2861,-0.14277,-0.71126,-0.21575,5.0,4.0,1.0
580,3.0,1.0,7.0,1.02119,-0.15487,0.29338,1.11406,1.46191,-1.37983,-1.54858,9.0,4.0,5.0
581,0.0,1.0,7.0,-0.14882,0.80523,0.58331,0.13136,0.7583,-0.21712,-0.21575,6.0,4.0,2.0
582,2.0,1.0,4.0,-1.1943,0.00332,-1.11902,-0.01729,-1.92173,1.86203,-0.21575,12.0,4.0,8.0
583,0.0,0.0,4.0,-0.92104,1.58487,0.44585,-0.30172,-0.65253,0.88113,0.7654,10.0,4.0,6.0
584,2.0,1.0,5.0,0.31287,1.2861,1.65653,-0.30172,0.93949,0.52975,0.07987,3.0,3.0,0.0
585,0.0,1.0,4.0,0.62967,0.00332,-0.58331,0.43852,-0.40581,-0.21712,1.2247,7.0,4.0,3.0
586,1.0,0.0,6.0,-0.24649,0.16767,-0.31776,-1.21213,0.7583,1.29221,0.40148,7.0,4.0,3.0
587,0.0,0.0,5.0,0.73545,-0.57545,1.24033,-1.07533,-0.27607,0.52975,0.40148,5.0,4.0,1.0
588,0.0,0.0,4.0,0.31287,0.32197,-0.31776,0.76096,-1.78169,0.19268,0.7654,11.0,4.0,7.0
589,1.0,1.0,1.0,-0.46725,1.58487,0.44585,0.94156,0.12331,-0.21712,0.07987,11.0,4.0,7.0
590,4.0,1.0,4.0,-1.32828,-0.15487,0.29338,-0.91699,0.41594,0.52975,0.07987,9.0,3.0,6.0
591,2.0,0.0,0.0,-0.58016,0.00332,-0.58331,-0.60633,0.58489,-0.21712,0.40148,14.0,4.0,9.0
592,2.0,1.0,6.0,0.41667,-0.43999,-0.31776,-1.6209,1.63088,-0.21712,-0.84637,6.0,4.0,2.0
593,2.0,1.0,5.0,-2.75696,0.96248,0.14143,0.43852,2.04506,-0.71126,-0.21575,9.0,4.0,5.0
594,1.0,0.0,5.0,-0.05188,0.96248,-0.01928,0.59042,0.58489,0.19268,0.7654,9.0,4.0,5.0
595,2.0,0.0,1.0,-0.34799,-0.57545,-0.58331,-1.21213,-0.65253,1.29221,0.7654,13.0,3.0,10.0
596,3.0,0.0,5.0,0.31287,0.16767,-0.45174,-1.34289,0.41594,-0.21712,0.7654,12.0,4.0,8.0
597,0.0,0.0,1.0,-1.43907,0.80523,0.7233,0.94156,0.93949,0.52975,1.2247,8.0,4.0,4.0
598,4.0,1.0,5.0,-0.34799,-0.43999,-0.31776,-0.76096,0.58489,0.88113,1.2247,15.0,4.0,10.0
599,3.0,1.0,5.0,0.04257,0.16767,-0.58331,0.43852,0.25953,-0.21712,-0.52593,11.0,4.0,7.0
600,0.0,0.0,4.0,0.52135,-0.15487,0.29338,-0.01729,-0.89891,0.52975,0.40148,8.0,4.0,4.0
601,3.0,1.0,7.0,0.73545,-0.57545,-0.58331,1.81866,0.12331,-0.71126,-1.18084,5.0,3.0,2.0
602,0.0,0.0,4.0,1.02119,1.11406,0.7233,0.13136,-1.0145,1.86203,1.2247,11.0,4.0,7.0
603,0.0,0.0,4.0,0.52135,-1.6334,-1.11902,-2.07848,0.58489,0.52975,1.2247,8.0,4.0,3.0
604,0.0,0.0,4.0,1.98437,-0.94779,0.7233,-0.60633,-1.0145,0.52975,0.7654,12.0,4.0,8.0
605,1.0,0.0,6.0,-0.67825,-0.80615,-0.45174,-1.47955,0.12331,-0.71126,-0.21575,13.0,4.0,8.0
606,2.0,1.0,4.0,0.41667,0.32197,0.29338,0.94156,0.41594,-0.71126,-0.52593,9.0,4.0,5.0
607,4.0,1.0,7.0,-2.52197,1.11406,1.88511,1.2861,-1.0145,-0.71126,-0.52593,12.0,3.0,9.0
608,0.0,0.0,6.0,-0.46725,0.00332,-1.11902,1.45039,-0.78155,-0.21712,1.2247,5.0,4.0,1.0
609,3.0,0.0,4.0,-0.05188,0.00332,0.88309,2.03972,-0.14277,-0.71126,0.07987,11.0,4.0,7.0
610,1.0,0.0,6.0,-1.69163,1.2861,1.24033,0.13136,1.13407,0.52975,1.92173,17.0,4.0,12.0
611,4.0,1.0,5.0,1.23461,-0.80615,-1.42424,1.11406,-1.5184,1.86203,-0.21575,12.0,4.0,7.0
612,1.0,0.0,4.0,-0.92104,0.96248,0.88309,0.13136,-0.65253,0.19268,1.92173,11.0,4.0,7.0
613,1.0,0.0,6.0,-0.67825,0.32197,-0.58331,1.2861,0.58489,0.52975,1.2247,9.0,4.0,4.0
614,2.0,0.0,6.0,-1.1943,0.16767,-0.17779,-0.30172,-0.40581,-0.21712,-0.52593,14.0,4.0,10.0
615,1.0,1.0,7.0,1.98437,-0.30033,-0.31776,-1.6209,-0.65253,0.19268,0.07987,13.0,4.0,8.0
616,1.0,1.0,0.0,-0.24649,0.63779,-0.71727,-0.91699,0.25953,1.29221,-0.21575,15.0,4.0,10.0
617,2.0,1.0,7.0,0.13606,-0.15487,-0.45174,0.76096,-0.27607,0.88113,1.2247,9.0,4.0,4.0
618,3.0,1.0,4.0,1.02119,0.16767,-0.17779,-0.60633,-1.0145,1.29221,1.2247,14.0,4.0,10.0
619,3.0,0.0,5.0,-0.92104,1.2861,-0.31776,-0.60633,0.7583,-0.71126,0.07987,13.0,4.0,8.0
620,1.0,1.0,6.0,-0.05188,1.11406,0.88309,0.13136,-0.00665,0.52975,0.07987,6.0,4.0,2.0
621,4.0,0.0,7.0,-0.67825,-0.94779,0.7233,-0.91699,0.58489,-1.37983,-0.84637,3.0,3.0,0.0
622,0.0,0.0,3.0,0.52135,-1.37639,-0.45174,1.45039,-1.78169,1.29221,0.40148,9.0,4.0,4.0
623,2.0,0.0,7.0,-0.92104,0.63779,-0.17779,-1.34289,0.25953,0.88113,0.40148,8.0,4.0,4.0
624,2.0,1.0,7.0,-0.14882,0.47617,-0.31776,0.28783,1.63088,-0.71126,-1.54858,4.0,3.0,1.0
625,3.0,1.0,7.0,-0.34799,0.00332,-0.45174,-0.30172,-1.38502,1.86203,-0.52593,9.0,4.0,4.0
626,2.0,1.0,8.0,0.04257,0.00332,-1.27553,-0.01729,0.25953,-1.37983,-0.21575,7.0,4.0,3.0
627,2.0,1.0,5.0,-0.34799,-0.57545,-0.58331,-0.91699,0.25953,-0.71126,-1.54858,10.0,4.0,6.0
628,2.0,0.0,6.0,-0.05188,-0.43999,-0.84732,-0.45321,0.41594,-0.21712,-0.21575,9.0,4.0,5.0
629,2.0,0.0,8.0,-1.69163,-0.94779,-1.55521,1.81866,0.58489,-2.55524,-0.84637,11.0,4.0,7.0
630,1.0,1.0,8.0,1.23461,-1.09207,-1.27553,1.61108,0.25953,-1.37983,-1.54858,6.0,4.0,2.0
631,3.0,1.0,8.0,-0.46725,0.47617,0.58331,0.28783,-0.14277,-0.21712,-2.07848,5.0,4.0,1.0
632,2.0,1.0,8.0,0.52135,-0.30033,1.65653,0.28783,1.13407,-1.37983,-2.07848,9.0,4.0,5.0
633,0.0,1.0,6.0,0.41667,-0.15487,-0.31776,2.23427,1.13407,-1.37983,-0.52593,3.0,3.0,0.0
634,0.0,1.0,6.0,1.23461,-0.43999,-1.27553,-0.91699,0.7583,-1.37983,-2.07848,5.0,3.0,2.0
635,1.0,1.0,7.0,-0.67825,1.74091,0.44585,0.13136,0.25953,-0.71126,0.07987,12.0,4.0,8.0
636,2.0,1.0,8.0,1.23461,0.16767,-0.01928,-1.07533,-0.65253,-0.21712,1.2247,17.0,4.0,12.0
637,2.0,0.0,6.0,-0.79151,-0.30033,-0.17779,1.11406,-0.52745,-0.71126,0.07987,13.0,4.0,9.0
638,3.0,1.0,6.0,-0.67825,0.32197,-0.45174,0.43852,-0.00665,0.19268,-0.21575,4.0,3.0,1.0
639,2.0,1.0,5.0,-0.34799,0.16767,-0.97631,0.76096,0.41594,-1.37983,-1.18084,3.0,3.0,0.0
640,0.0,1.0,6.0,-0.24649,-0.57545,-1.42424,-0.15487,1.63088,-0.71126,0.07987,3.0,3.0,0.0
641,1.0,0.0,1.0,-0.24649,1.74091,0.88309,1.2861,0.41594,0.52975,1.92173,14.0,4.0,10.0
642,3.0,0.0,6.0,-0.14882,-0.69509,0.44585,0.13136,-0.14277,-0.21712,-0.52593,5.0,4.0,1.0
643,2.0,0.0,7.0,-0.67825,0.96248,0.88309,2.23427,1.81175,-0.21712,0.40148,11.0,4.0,6.0
644,1.0,1.0,7.0,-1.05308,0.63779,-0.31776,1.2861,1.30612,-0.71126,0.40148,5.0,4.0,1.0
645,1.0,0.0,4.0,0.22393,-0.30033,-1.68062,0.59042,-0.65253,-0.21712,0.07987,10.0,4.0,6.0
